1	Ok	_	_	O
2	,	_	_	O
3	I	_	_	B-Testimony
4	'm	_	_	I-Testimony
5	a	_	_	I-Testimony
6	high	_	_	I-Testimony
7	school	_	_	I-Testimony
8	debate	_	_	I-Testimony
9	student	_	_	I-Testimony
10	and	_	_	I-Testimony
11	the	_	_	I-Testimony
12	topic	_	_	I-Testimony
13	you	_	_	I-Testimony
14	brought	_	_	I-Testimony
15	up	_	_	I-Testimony
16	is	_	_	I-Testimony
17	one	_	_	I-Testimony
18	that	_	_	I-Testimony
19	is	_	_	I-Testimony
20	often	_	_	I-Testimony
21	debated	_	_	I-Testimony
22	.	_	_	O
23	I	_	_	B-Testimony
24	'm	_	_	I-Testimony
25	a	_	_	I-Testimony
26	liberal	_	_	I-Testimony
27	,	_	_	I-Testimony
28	more	_	_	I-Testimony
29	than	_	_	I-Testimony
30	most	_	_	I-Testimony
31	,	_	_	O
32	but	_	_	O
33	economically	_	_	B-Value
34	I	_	_	I-Value
35	do	_	_	I-Value
36	n't	_	_	I-Value
37	think	_	_	I-Value
38	we	_	_	I-Value
39	need	_	_	I-Value
40	more	_	_	I-Value
41	socialism	_	_	I-Value
42	in	_	_	I-Value
43	general	_	_	I-Value
44	if	_	_	I-Value
45	out	_	_	I-Value
46	goal	_	_	I-Value
47	is	_	_	I-Value
48	economic	_	_	I-Value
49	prosperity	_	_	I-Value
50	.	_	_	O
51	I	_	_	B-Value
52	agree	_	_	I-Value
53	with	_	_	I-Value
54	your	_	_	I-Value
55	points	_	_	I-Value
56	on	_	_	I-Value
57	heath	_	_	I-Value
58	care	_	_	I-Value
59	and	_	_	I-Value
60	basic	_	_	I-Value
61	utilitys	_	_	I-Value
62	(	_	_	I-Value
63	internet	_	_	I-Value
64	i	_	_	I-Value
65	hope	_	_	I-Value
66	)	_	_	I-Value
67	but	_	_	O
68	I	_	_	B-Value
69	really	_	_	I-Value
70	do	_	_	I-Value
71	disagree	_	_	I-Value
72	with	_	_	I-Value
73	you	_	_	I-Value
74	on	_	_	I-Value
75	higher	_	_	I-Value
76	education	_	_	I-Value
77	.	_	_	O
78	Before	_	_	O
79	I	_	_	O
80	go	_	_	O
81	into	_	_	O
82	the	_	_	O
83	meat	_	_	O
84	of	_	_	O
85	my	_	_	O
86	argument	_	_	O
87	I	_	_	B-Rhetorical
88	want	_	_	I-Rhetorical
89	to	_	_	I-Rhetorical
90	establish	_	_	I-Rhetorical
91	what	_	_	I-Rhetorical
92	parts	_	_	I-Rhetorical
93	or	_	_	I-Rhetorical
94	forms	_	_	I-Rhetorical
95	of	_	_	I-Rhetorical
96	socialism	_	_	I-Rhetorical
97	are	_	_	I-Rhetorical
98	effective	_	_	I-Rhetorical
99	and	_	_	I-Rhetorical
100	what	_	_	I-Rhetorical
101	parts	_	_	I-Rhetorical
102	are	_	_	I-Rhetorical
103	ineffective	_	_	I-Rhetorical
104	.	_	_	O
105	The	_	_	B-Value
106	two	_	_	I-Value
107	sides	_	_	I-Value
108	of	_	_	I-Value
109	the	_	_	I-Value
110	scale	_	_	I-Value
111	are	_	_	I-Value
112	capitalism	_	_	I-Value
113	and	_	_	I-Value
114	communism	_	_	I-Value
115	(	_	_	I-Value
116	duh	_	_	I-Value
117	)	_	_	I-Value
118	,	_	_	I-Value
119	and	_	_	I-Value
120	socialism	_	_	I-Value
121	is	_	_	I-Value
122	somewhere	_	_	I-Value
123	in	_	_	I-Value
124	the	_	_	I-Value
125	middle	_	_	I-Value
126	.	_	_	O
127	I	_	_	O
128	argue	_	_	O
129	that	_	_	O
130	socialism	_	_	B-Value
131	does	_	_	I-Value
132	not	_	_	I-Value
133	have	_	_	I-Value
134	anything	_	_	I-Value
135	unique	_	_	I-Value
136	about	_	_	I-Value
137	it	_	_	I-Value
138	,	_	_	I-Value
139	to	_	_	I-Value
140	be	_	_	I-Value
141	effective	_	_	I-Value
142	is	_	_	I-Value
143	must	_	_	I-Value
144	use	_	_	I-Value
145	some	_	_	I-Value
146	capitalist	_	_	I-Value
147	policies	_	_	I-Value
148	and	_	_	I-Value
149	some	_	_	I-Value
150	communist	_	_	I-Value
151	policies	_	_	I-Value
152	.	_	_	O
153	If	_	_	B-Value
154	you	_	_	I-Value
155	try	_	_	I-Value
156	and	_	_	I-Value
157	split	_	_	I-Value
158	the	_	_	I-Value
159	difference	_	_	I-Value
160	you	_	_	I-Value
161	end	_	_	I-Value
162	up	_	_	I-Value
163	getting	_	_	I-Value
164	neither	_	_	I-Value
165	.	_	_	O
166	The	_	_	B-Value
167	examples	_	_	I-Value
168	in	_	_	I-Value
169	the	_	_	I-Value
170	US	_	_	I-Value
171	are	_	_	I-Value
172	Medicare	_	_	I-Value
173	and	_	_	I-Value
174	Medicaid	_	_	I-Value
175	,	_	_	I-Value
176	Section	_	_	I-Value
177	8	_	_	I-Value
178	,	_	_	I-Value
179	and	_	_	I-Value
180	more	_	_	I-Value
181	recently	_	_	I-Value
182	social	_	_	I-Value
183	security	_	_	I-Value
184	.	_	_	O
185	These	_	_	B-Value
186	are	_	_	I-Value
187	all	_	_	I-Value
188	government	_	_	I-Value
189	run	_	_	I-Value
190	programs	_	_	I-Value
191	that	_	_	I-Value
192	use	_	_	I-Value
193	a	_	_	I-Value
194	mix	_	_	I-Value
195	of	_	_	I-Value
196	Public	_	_	I-Value
197	and	_	_	I-Value
198	private	_	_	I-Value
199	funding	_	_	I-Value
200	and	_	_	I-Value
201	today	_	_	I-Value
202	are	_	_	I-Value
203	a	_	_	I-Value
204	drain	_	_	I-Value
205	on	_	_	I-Value
206	the	_	_	I-Value
207	gov.	_	_	I-Value
208	and	_	_	I-Value
209	increasingly	_	_	I-Value
210	less	_	_	I-Value
211	effective	_	_	I-Value
212	.	_	_	O
213	You	_	_	B-Value
214	can	_	_	I-Value
215	have	_	_	I-Value
216	a	_	_	I-Value
217	socialist	_	_	I-Value
218	society	_	_	I-Value
219	where	_	_	I-Value
220	one	_	_	I-Value
221	sector	_	_	I-Value
222	,	_	_	I-Value
223	say	_	_	I-Value
224	heath	_	_	I-Value
225	care	_	_	I-Value
226	is	_	_	I-Value
227	under	_	_	I-Value
228	total	_	_	I-Value
229	government	_	_	I-Value
230	control	_	_	I-Value
231	(	_	_	I-Value
232	to	_	_	I-Value
233	provide	_	_	I-Value
234	it	_	_	I-Value
235	to	_	_	I-Value
236	everyone	_	_	I-Value
237	)	_	_	I-Value
238	or	_	_	I-Value
239	under	_	_	I-Value
