1	I	_	_	B-Value
2	'm	_	_	I-Value
3	not	_	_	I-Value
4	going	_	_	I-Value
5	to	_	_	I-Value
6	address	_	_	I-Value
7	your	_	_	I-Value
8	top	_	_	I-Value
9	points	_	_	I-Value
10	as	_	_	I-Value
11	I	_	_	I-Value
12	am	_	_	I-Value
13	an	_	_	I-Value
14	atheist	_	_	I-Value
15	who	_	_	I-Value
16	agrees	_	_	I-Value
17	.	_	_	O
18	I	_	_	O
19	think	_	_	O
20	your	_	_	B-Value
21	second	_	_	I-Value
22	paragraph	_	_	I-Value
23	could	_	_	I-Value
24	use	_	_	I-Value
25	a	_	_	I-Value
26	wider	_	_	I-Value
27	perspective	_	_	I-Value
28	.	_	_	O
29	You	_	_	B-Value
30	need	_	_	I-Value
31	to	_	_	I-Value
32	understand	_	_	I-Value
33	that	_	_	I-Value
34	there	_	_	I-Value
35	are	_	_	I-Value
36	plenty	_	_	I-Value
37	of	_	_	I-Value
38	intelligent	_	_	I-Value
39	individuals	_	_	I-Value
40	who	_	_	I-Value
41	have	_	_	I-Value
42	n't	_	_	I-Value
43	thought	_	_	I-Value
44	much	_	_	I-Value
45	about	_	_	I-Value
46	religion	_	_	I-Value
47	that	_	_	I-Value
48	are	_	_	I-Value
49	n't	_	_	I-Value
50	well	_	_	I-Value
51	versed	_	_	I-Value
52	in	_	_	I-Value
53	a	_	_	I-Value
54	variety	_	_	I-Value
55	of	_	_	I-Value
56	fields	_	_	I-Value
57	.	_	_	O
58	This	_	_	B-Value
59	can	_	_	I-Value
60	be	_	_	I-Value
61	used	_	_	I-Value
62	to	_	_	I-Value
63	suggest	_	_	I-Value
64	particular	_	_	I-Value
65	arguments	_	_	I-Value
66	arguing	_	_	I-Value
67	for	_	_	I-Value
68	certain	_	_	I-Value
69	God	_	_	I-Value
70	models	_	_	I-Value
71	.	_	_	O
72	&gt;	_	_	O
73	Because	_	_	O
74	of	_	_	O
75	this	_	_	O
76	I	_	_	O
77	have	_	_	O
78	trouble	_	_	O
79	believing	_	_	O
80	people	_	_	O
81	who	_	_	O
82	were	_	_	O
83	not	_	_	O
84	theistic	_	_	O
85	from	_	_	O
86	childhood	_	_	O
87	,	_	_	O
88	but	_	_	O
89	decided	_	_	O
90	later	_	_	O
91	in	_	_	O
92	life	_	_	O
93	that	_	_	O
94	the	_	_	O
95	existence	_	_	O
96	of	_	_	O
97	god	_	_	O
98	makes	_	_	O
99	logical	_	_	O
100	sense	_	_	O
101	,	_	_	O
102	and	_	_	O
103	I	_	_	O
104	'd	_	_	O
105	rather	_	_	O
106	not	_	_	O
